Year,Vinyl Scarcity Range,Record Condition,Genre,Price
2018,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$79.58
2018,$1001 - $1800 (10091 to 20181 copies),Very Good,Motown,$1319.02
2018,$1801 - $3000 (100 to 10090 copies),Poor,Northern Soul,$156.69
2018,$20 - $200 (100000 to 90819 copies),Very Good,Northern Soul,$68.86
2018,$201 - $400 (90818 to 50456 copies),Very Good,Northern Soul,$314.08
2018,$201 - $400 (90818 to 50456 copies),Good,Motown,$16.57
2018,$20 - $200 (100000 to 90819 copies),Near Mint,Motown,$153.76
2018,$1801 - $3000 (100 to 10090 copies),Good,Northern Soul,$193.63
2018,$201 - $400 (90818 to 50456 copies),Near Mint,Motown,$380.69
2018,$20 - $200 (100000 to 90819 copies),Very Good ++,Northern Soul,$221.12
2018,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$547.13
2018,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$79.58
2018,$1001 - $1800 (10091 to 20181 copies),Good,Northern Soul,$150.44
2018,$1801 - $3000 (100 to 10090 copies),Very Good ++,Northern Soul,$4248.75
2018,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$2996.45
2018,$201 - $400 (90818 to 50456 copies),Near Mint,Motown,$414.07
2018,$20 - $200 (100000 to 90819 copies),Very Good ++,Northern Soul,$186.92
2018,$20 - $200 (100000 to 90819 copies),Near Mint,Motown,$78.80
2018,$201 - $400 (90818 to 50456 copies),Very Good,Northern Soul,$500.46
2018,$201 - $400 (90818 to 50456 copies),Very Good ++,Motown,$397.12
2018,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$602.42
2018,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$91.14
2018,$201 - $400 (90818 to 50456 copies),Very Good ++,Motown,$281.12
2018,$20 - $200 (100000 to 90819 copies),Very Good,Motown,$146.85
2018,$401 - $1000 (50455 to 10092 copies),Good,Motown,$27.03
2018,$1001 - $1800 (10091 to 20181 copies),Good,Northern Soul,$132.54
2018,$20 - $200 (100000 to 90819 copies),Poor,Motown,$2.81
2018,$201 - $400 (90818 to 50456 copies),Near Mint,Northern Soul,$377.08
2018,$401 - $1000 (50455 to 10092 copies),Good,Northern Soul,$46.21
2018,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$333.06
2018,$1001 - $1800 (10091 to 20181 copies),Near Mint,Motown,$1664.05
2018,$1801 - $3000 (100 to 10090 copies),Good,Motown,$137.08
2018,$20 - $200 (100000 to 90819 copies),Near Mint,Northern Soul,$106.98
2018,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$90.48
2018,$401 - $1000 (50455 to 10092 copies),Poor,Motown,$26.98
2018,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$116.02
2018,$401 - $1000 (50455 to 10092 copies),Poor,Northern Soul,$56.77
2018,$401 - $1000 (50455 to 10092 copies),Good,Motown,$55.02
2018,$401 - $1000 (50455 to 10092 copies),Good,Motown,$39.02
2018,$401 - $1000 (50455 to 10092 copies),Good,Northern Soul,$96.38
2019,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$67.03
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$75.53
2019,$201 - $400 (90818 to 50456 copies),Poor,Northern Soul,$25.14
2019,$1801 - $3000 (100 to 10090 copies),Very Good ++,Northern Soul,$3283.37
2019,$201 - $400 (90818 to 50456 copies),Very Good,Northern Soul,$489.18
2019,$20 - $200 (100000 to 90819 copies),Very Good,Northern Soul,$55.68
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Northern Soul,$1320.14
2019,$1001 - $1800 (10091 to 20181 copies),Very Good,Motown,$1199.72
2019,$1001 - $1800 (10091 to 20181 copies),Very Good,Northern Soul,$2154.79
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$96.35
2019,$201 - $400 (90818 to 50456 copies),Near Mint,Northern Soul,$447.72
2019,$20 - $200 (100000 to 90819 copies),Very Good,Northern Soul,$98.70
2019,$1801 - $3000 (100 to 10090 copies),Very Good ++,Motown,$2680.59
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Motown,$853.09
2019,$401 - $1000 (50455 to 10092 copies),Near Mint,Northern Soul,$955.63
2019,$20 - $200 (100000 to 90819 copies),Poor,Northern Soul,$5.55
2019,$201 - $400 (90818 to 50456 copies),Poor,Motown,$15.72
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Motown,$44.83
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Northern Soul,$1273.26
2019,$20 - $200 (100000 to 90819 copies),Near Mint,Motown,$157.17
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Northern Soul,$1126.67
2019,$1801 - $3000 (100 to 10090 copies),Good,Northern Soul,$222.13
2019,$401 - $1000 (50455 to 10092 copies),Good,Motown,$26.55
2019,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$597.16
2019,$20 - $200 (100000 to 90819 copies),Very Good,Northern Soul,$192.65
2019,$201 - $400 (90818 to 50456 copies),Near Mint,Northern Soul,$573.08
2019,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$70.73
2019,$20 - $200 (100000 to 90819 copies),Very Good ++,Motown,$185.40
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$99.75
2019,$20 - $200 (100000 to 90819 copies),Near Mint,Northern Soul,$304.94
2019,$201 - $400 (90818 to 50456 copies),Good,Northern Soul,$29.47
2019,$20 - $200 (100000 to 90819 copies),Good,Motown,$3.99
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$93.84
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Motown,$782.91
2019,$20 - $200 (100000 to 90819 copies),Poor,Northern Soul,$5.96
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$2730.30
2019,$1801 - $3000 (100 to 10090 copies),Poor,Motown,$126.09
2019,$20 - $200 (100000 to 90819 copies),Very Good ++,Northern Soul,$222.17
2019,$401 - $1000 (50455 to 10092 copies),Good,Motown,$54.88
2019,$201 - $400 (90818 to 50456 copies),Very Good ++,Motown,$373.78
2019,$1801 - $3000 (100 to 10090 copies),Good,Northern Soul,$194.85
2019,$401 - $1000 (50455 to 10092 copies),Good,Northern Soul,$94.43
2019,$1801 - $3000 (100 to 10090 copies),Very Good,Motown,$1804.12
2019,$1801 - $3000 (100 to 10090 copies),Very Good,Motown,$2189.52
2019,$1801 - $3000 (100 to 10090 copies),Near Mint,Motown,$2655.96
2019,$201 - $400 (90818 to 50456 copies),Near Mint,Motown,$259.75
2019,$1801 - $3000 (100 to 10090 copies),Near Mint,Northern Soul,$4750.92
2019,$1801 - $3000 (100 to 10090 copies),Poor,Motown,$80.68
2019,$1801 - $3000 (100 to 10090 copies),Very Good,Motown,$2335.62
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Motown,$1545.82
2019,$1801 - $3000 (100 to 10090 copies),Very Good,Northern Soul,$3125.01
2019,$1001 - $1800 (10091 to 20181 copies),Very Good,Northern Soul,$1390.87
2019,$20 - $200 (100000 to 90819 copies),Good,Northern Soul,$9.24
2019,$1001 - $1800 (10091 to 20181 copies),Good,Northern Soul,$144.86
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Northern Soul,$1293.63
2019,$201 - $400 (90818 to 50456 copies),Very Good,Motown,$227.08
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Northern Soul,$88.41
2019,$201 - $400 (90818 to 50456 copies),Poor,Motown,$11.00
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$2026.93
2019,$201 - $400 (90818 to 50456 copies),Very Good,Northern Soul,$313.51
2019,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$468.39
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Motown,$464.04
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$2997.02
2019,$201 - $400 (90818 to 50456 copies),Near Mint,Northern Soul,$356.05
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Northern Soul,$892.57
2019,$20 - $200 (100000 to 90819 copies),Poor,Northern Soul,$2.87
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Northern Soul,$814.32
2019,$1001 - $1800 (10091 to 20181 copies),Poor,Motown,$54.85
2019,$401 - $1000 (50455 to 10092 copies),Poor,Northern Soul,$45.70
2019,$1801 - $3000 (100 to 10090 copies),Very Good,Motown,$1678.60
2019,$20 - $200 (100000 to 90819 copies),Very Good ++,Northern Soul,$254.41
2019,$401 - $1000 (50455 to 10092 copies),Near Mint,Northern Soul,$1441.95
2019,$201 - $400 (90818 to 50456 copies),Near Mint,Northern Soul,$507.87
2019,$20 - $200 (100000 to 90819 copies),Poor,Motown,$6.31
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$1892.81
2019,$1801 - $3000 (100 to 10090 copies),Good,Northern Soul,$284.48
2019,$401 - $1000 (50455 to 10092 copies),Good,Northern Soul,$96.95
2019,$401 - $1000 (50455 to 10092 copies),Near Mint,Northern Soul,$1191.25
2019,$1801 - $3000 (100 to 10090 copies),Near Mint,Northern Soul,$4479.82
2019,$401 - $1000 (50455 to 10092 copies),Very Good ++,Motown,$634.08
2019,$20 - $200 (100000 to 90819 copies),Very Good ++,Northern Soul,$254.93
2019,$20 - $200 (100000 to 90819 copies),Near Mint,Northern Soul,$114.57
2019,$1801 - $3000 (100 to 10090 copies),Near Mint,Motown,$2945.88
2019,$1801 - $3000 (100 to 10090 copies),Very Good ++,Motown,$2478.15
2019,$1801 - $3000 (100 to 10090 copies),Very Good ++,Motown,$2841.90
2019,$201 - $400 (90818 to 50456 copies),Poor,Motown,$10.16
2019,$1001 - $1800 (10091 to 20181 copies),Very Good,Northern Soul,$1473.18
2019,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$584.52
2019,$20 - $200 (100000 to 90819 copies),Good,Motown,$7.71
2019,$1001 - $1800 (10091 to 20181 copies),Near Mint,Northern Soul,$2115.35
2019,$201 - $400 (90818 to 50456 copies),Very Good ++,Northern Soul,$483.15
2019,$401 - $1000 (50455 to 10092 copies),Near Mint,Northern Soul,$872.32
2019,$201 - $400 (90818 to 50456 copies),Very Good,Northern Soul,$322.67
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Motown,$699.21
2019,$1001 - $1800 (10091 to 20181 copies),Very Good,Northern Soul,$1680.24
2019,$401 - $1000 (50455 to 10092 copies),Very Good,Motown,$639.16
2019,$1801 - $3000 (100 to 10090 copies),Very Good ++,Northern Soul,$4340.29
2019,$201 - $400 (90818 to 50456 copies),Very Good,Motown,$221.70
2019,$20 - $200 (100000 to 90819 copies),Very Good,Northern Soul,$181.29
2019,$1001 - $1800 (10091 to 20181 copies),Good,Motown,$105.99
